Flow,De walt sander,Real Power Tool Shop,Pneumatic Air Ratchet,Presto Popcorn Popper,Salton Sandwich Maker,Krups Cheese Grater,Dazey Fruit & Veg. Stripper-RBS,Super Maxx Ball Shooter-RBS,Salon Series 795 Hair Dryer,Presto Salad Shooter,Toy Solar Car,Hair Dryer,Wet/Dry Vacuum,74 Chevy Tailgate Support-RBS,Cadillac Slide-Out Visor-RBS,SKIL Power Screwdriver-RBS,Durabuilt Hand Vacuum,B&D Weed Trimmer,Wagner Paint Roller,Hamilton  Elec. Mixer,OverRider Toy Car,Horseman Swimming Toy,Mattel Bubble Extinguisher,Regal Ware Electric Knife,Bumble Ball Toy,B&D Cordless Screwdriver,Takka-1000 Pasta Machine,Upright Vacuum Cleaner,WestBend Food Processor,Black & Decker Sander,West Bend Mixer,Green Eagle Putting Cup,F.Price Remote Control Car,Ertl Bumble Ball,Fisher Price Bubble Mower,Electric Can Opener,Portable Fan,Bubble Machine,B&D Elec. Polisher,Crossfire Game,Black & Decker Elec. Knife,Dremel Electric Engraver-RBS,Moen Kitchen Water Faucet,Battery Op. Toothbrush,Humidifier,Electric Pencil Sharpener,Mini Pro Hair Dryer,West Bend Iced Tea Maker-RBS,Mr. Coffee Iced Tea Maker-RBS,Mr. Coffee Coffee Maker-RBS,Radio Controlled Truck,Braun Hand Blender,Paint Sprayer,Bissel Hand Vacuum,Air Compressor 22,Corvette Vac 23,Power Caulk 20,Stamp Machine 17,bicycle brake 18,Tape Rewinder 22,Hot Glue Gun 21
Toy Solar Car,0.8063508326896291,0.6938137821521028,0.719943983194398,0.7598077692923693,0.7350935285869913,0.7113248654051871,0.7350935285869913,1.0,0.7899579873957985,0.6499299789929975,0.0,0.6990353672855769,0.7278344730240913,0.9199359230974564,0.9087129070824723,0.7278344730240913,0.8709005551264195,0.8333333333333333,0.7763932022500211,0.6797436923898257,0.4999999999999999,0.6797436923898257,0.8456966500379081,0.6026402928804868,0.5648058601107554,0.7418011102528389,0.719943983194398,0.6518446880886043,0.7388835160664533,0.7278344730240913,0.6391560817564839,0.8398718461949128,0.5917517095361369,0.7598077692923693,0.726138721247417,0.7834936490538903,0.7018576030000281,0.7598077692923693,0.7278344730240913,0.75,0.6391560817564839,0.9199359230974564,1.0,0.6026402928804868,0.8063508326896291,0.439887966388796,0.719943983194398,0.9410744349011211,0.9398070734571153,0.9398070734571153,0.8398718461949128,0.6797436923898257,0.8639172365120457,0.8456966500379081,0.7350935285869913,0.8709005551264195,0.8456966500379081,1.0,0.8398718461949128,0.7685449750568621,0.9354502775632098
Hair Dryer,0.5337475958798431,0.7051160876902057,0.6459947838030784,0.47951656123038366,0.5694716140885541,0.7393569824286566,0.6173081014120481,0.7977113050303305,0.2414173938637395,0.6965669575454958,0.6990353672855769,0.0,0.6559687689719066,0.8843370136067519,0.802185857981264,0.6559687689719066,0.5803728362918588,0.7592282938284616,0.7846472391767338,0.5951795476236317,0.5786495141998077,0.7108425340168798,0.7213608937123235,0.5694716140885541,0.8113916159614205,0.6269980767038745,0.595422610060661,0.49704430923045473,0.7485221546152274,0.5576741315353084,0.5308425683715817,0.7108425340168798,0.5576741315353084,0.7108425340168798,0.802185857981264,0.6872283789143878,0.4616180979418345,0.7108425340168798,0.5576741315353084,0.7592282938284616,0.5308425683715817,0.6530110408202559,0.7914855859429253,0.5216351267650601,0.48712235546782745,0.6965669575454958,0.1908452201213221,0.7020602142344379,0.6956521739130435,0.6956521739130435,0.6530110408202559,0.4216850680337596,0.7542634064085048,0.49844960868218235,0.4737986394415662,0.6736233171158902,0.7213608937123235,1.0,0.8843370136067519,0.8328165362273942,0.7202485575279058
Wet/Dry Vacuum,0.5256583509747431,0.75,0.7141690247624852,0.5423956846775705,0.6214833506948874,0.5285954792089682,0.6214833506948874,0.7713352198099882,0.6570028297149824,0.5426704396199764,0.7278344730240913,0.6559687689719066,0.0,0.8692559099078773,0.925464400750007,0.6666666666666665,0.3675444679663241,0.5237103277921598,0.6348516283298893,0.6731397747696932,0.7958758547680684,0.6731397747696932,0.6220355269907727,0.6214833506948874,0.7157323781925193,0.683772233983162,0.7141690247624852,0.5025316618369089,0.6446654727406492,0.611111111111111,0.6464466094067263,0.6077677297236319,0.7222222222222221,0.6731397747696932,0.7018576030000281,0.5875210443078472,0.6348516283298893,0.6731397747696932,0.6666666666666665,0.6597930912801141,0.5285954792089682,0.7385118198157545,0.9214325798681614,0.6214833506948874,0.6310676063136891,0.5426704396199764,0.5426704396199764,0.6150998205402494,0.6559687689719066,0.6068214502536076,0.6731397747696932,0.7385118198157545,0.6666666666666665,0.49604736932103033,0.5133357366077124,0.6310676063136891,0.685029605825644,0.7565677522199261,0.8692559099078773,0.8110177634953863,0.683772233983162
74 Chevy Tailgate Support-RBS,0.8139478981161873,0.901941932430908,0.730930882401475,0.9230769230769231,0.8727430474048444,0.7226499018873854,0.6818576185121111,0.8654654412007374,0.730930882401475,0.7981981618011063,0.9199359230974564,0.8843370136067519,0.8692559099078773,0.0,0.38605938648507954,0.6077677297236319,0.7519305308215831,0.6797436923898257,0.8567770251921134,0.8461538461538461,0.8398718461949128,0.8461538461538461,0.9258750683338899,0.7454860948096889,0.7491273969978727,0.5658784289377703,0.8654654412007374,0.9163757989992909,0.9163757989992909,0.803883864861816,0.9306624754718463,0.8461538461538461,0.8692559099078773,0.7692307692307692,0.8245883961385941,0.6533123773592318,0.9283885125960567,0.8461538461538461,0.7385118198157545,0.7598077692923693,0.7226499018873854,0.7692307692307692,0.8150999345915902,0.6818576185121111,0.8759652654107916,0.730930882401475,0.7981981618011063,0.9433861482927702,0.9421685068033759,0.9421685068033759,0.8461538461538461,0.7692307692307692,0.8692559099078773,0.7776252050016697,0.9363715237024223,0.8139478981161873,0.9258750683338899,0.8567770251921134,0.9230769230769231,0.7776252050016697,0.8759652654107916
Cadillac Slide-Out Visor-RBS,0.7878679656440357,1.0,0.8466070022305259,0.9122941980692971,0.7823571249669965,0.7628291754873715,0.7098094999559954,0.8466070022305259,0.7699105033457889,0.8466070022305259,0.9087129070824723,0.802185857981264,0.925464400750007,0.38605938648507954,0.0,0.7763932022500211,0.7878679656440357,0.8174258141649446,0.9183503419072274,0.9122941980692971,0.726138721247417,1.0,0.9154845745271484,0.7098094999559954,0.8093074821508816,0.6464466094067263,0.9233035011152629,0.9046537410754407,1.0,0.7763932022500211,0.841886116991581,0.8245883961385941,0.850928801500014,1.0,0.9,0.7628291754873715,0.8367006838144548,0.9122941980692971,0.7763932022500211,0.726138721247417,0.7628291754873715,0.7368825942078912,0.7891814893221081,0.7098094999559954,0.8585786437626906,0.7699105033457889,0.8466070022305259,0.9354502775632098,0.9340619526604212,0.9340619526604212,0.8245883961385941,0.7368825942078912,0.925464400750007,0.746453723581445,0.9274523749889988,0.8585786437626906,0.9154845745271484,0.9183503419072274,0.9122941980692971,0.9154845745271484,0.8585786437626906
SKIL Power Screwdriver-RBS,0.5783629786442162,0.5,0.5998366346674794,0.7385118198157545,0.6214833506948874,0.35181878391233135,0.5133357366077124,0.7713352198099882,0.5998366346674794,0.48550424457247343,0.7278344730240913,0.6559687689719066,0.6666666666666665,0.6077677297236319,0.7763932022500211,0.0,0.4729537233052701,0.3876275643042054,0.6957096902749077,0.4770236396315092,0.5917517095361369,0.6077677297236319,0.9370059211651288,0.5674095436512998,0.5735985672887791,0.10402132961895916,0.5998366346674794,0.6446654727406492,0.6446654727406492,0.6666666666666665,0.6464466094067263,0.803883864861816,0.5555555555555555,0.4770236396315092,0.7763932022500211,0.4696699141100893,0.8174258141649446,0.7385118198157545,0.4444444444444443,0.5237103277921598,0.5285954792089682,0.5423956846775705,0.8428651597363228,0.4051881225205374,0.683772233983162,0.48550424457247343,0.6570028297149824,0.7113248654051871,0.7051160876902056,0.7051160876902056,0.5423956846775705,0.4770236396315092,0.8333333333333333,0.6220355269907727,0.6755571577384749,0.683772233983162,0.6220355269907727,0.6957096902749077,0.8692559099078773,0.685029605825644,0.736476861652635
Durabuilt Hand Vacuum,0.30000000000000016,0.683772233983162,0.7288369277266797,0.5658784289377703,0.5896086591659384,0.44098300562505255,0.5383097415616807,0.6203716988173518,0.5661390843626877,0.5119064699080236,0.8709005551264195,0.5803728362918588,0.3675444679663241,0.7519305308215831,0.7878679656440357,0.4729537233052701,0.0,0.4836022205056778,0.7113248654051871,0.6278957962323746,0.7418011102528389,0.6278957962323746,0.7011928476664016,0.5896086591659384,0.662900068768379,0.45000000000000007,0.5661390843626877,0.5280600962757305,0.5954800825220548,0.42024909563579715,0.6086881039375368,0.6278957962323746,0.6310676063136891,0.5038610616431661,0.7171572875253811,0.49688470506254734,0.5958548115672619,0.6899131635269788,0.4729537233052701,0.6127016653792583,0.49688470506254734,0.5658784289377703,0.850928801500014,0.487010823957423,0.6000000000000001,0.6203716988173518,0.5119064699080236,0.5892080818711254,0.6269980767038745,0.5803728362918588,0.5658784289377703,0.5658784289377703,0.736476861652635,0.4023856953328032,0.5383097415616807,0.55,0.5219085562662426,0.7690598923241497,0.9379826327053957,0.820715708599841,0.75
B&D Weed Trimmer,0.4836022205056778,0.4896896369201713,0.719943983194398,0.5996796154872821,0.6026402928804868,0.350480947161671,0.47018705717398246,0.7899579873957985,0.719943983194398,0.36987396218739554,0.8333333333333333,0.7592282938284616,0.5237103277921598,0.6797436923898257,0.8174258141649446,0.3876275643042054,0.4836022205056778,0.0,0.627322003750035,0.43955146168219494,0.6666666666666666,0.6797436923898257,0.8456966500379081,0.47018705717398246,0.7388835160664533,0.41905249806888745,0.579915974791597,0.5648058601107554,0.4777670321329065,0.45566894604818264,0.5669872981077806,0.6797436923898257,0.5917517095361369,0.6797436923898257,0.726138721247417,0.350480947161671,0.7763932022500211,0.7598077692923693,0.45566894604818264,0.6666666666666666,0.49481851445907743,0.5196155385847385,0.9037749551350623,0.47018705717398246,0.7418011102528389,0.439887966388796,0.719943983194398,0.6464466094067263,0.6990353672855769,0.6388424407426923,0.5196155385847385,0.5996796154872821,0.7958758547680684,0.6142416250947702,0.6026402928804868,0.6127016653792583,0.6142416250947702,0.7018576030000281,0.8398718461949128,0.5370899501137243,0.7418011102528389
Wagner Paint Roller,0.7113248654051871,0.8174258141649446,0.7495102835659402,0.7851655377881701,0.763060448896363,0.7418011102528389,0.7038255611204538,0.8121327126744552,0.6868878544574253,0.6868878544574253,0.7763932022500211,0.7846472391767338,0.6348516283298893,0.8567770251921134,0.9183503419072274,0.6957096902749077,0.7113248654051871,0.627322003750035,0.0,0.5703310755763402,0.7763932022500211,0.4987195881723969,0.5859606643945874,0.5853557855686353,0.6107505279192385,0.7113248654051871,0.6868878544574253,0.6886004223353908,0.6886004223353908,0.6957096902749077,0.7418011102528389,0.7851655377881701,0.5131355044398523,0.7135540503842268,0.5917517095361371,0.6127016653792583,0.8,0.4987195881723969,0.6957096902749077,0.7018576030000281,0.6127016653792583,0.7135540503842268,0.6557348136704519,0.5261208977927261,0.5958548115672619,0.7495102835659402,0.6868878544574253,0.5783629786442162,0.515456288147651,0.5692944783534676,0.6419425629802835,0.6419425629802835,0.330561318604797,0.7239737762630583,0.763060448896363,0.7113248654051871,0.6549672203288228,0.7333333333333334,0.9283885125960567,0.7239737762630583,0.6535898384862247
Hamilton  Elec. Mixer,0.5658784289377703,0.6077677297236319,0.5963963236022125,0.6923076923076923,0.5546006659169556,0.5146373283029244,0.5546006659169556,0.730930882401475,0.5291290442025812,0.39459448540331876,0.6797436923898257,0.5951795476236317,0.6731397747696932,0.8461538461538461,0.9122941980692971,0.4770236396315092,0.6278957962323746,0.43955146168219494,0.5703310755763402,0.0,0.43955146168219494,0.6153846153846153,0.8517501366677798,0.4273437133218,0.6655031959971637,0.5038610616431661,0.3273272060036875,0.49825479399574546,0.49825479399574546,0.6077677297236319,0.44529980377477085,0.5384615384615383,0.4770236396315092,0.6923076923076923,0.7368825942078912,0.3759622792466172,0.7135540503842268,0.6923076923076923,0.34627954953938644,0.5996796154872821,0.44529980377477085,0.5384615384615383,0.7226499018873854,0.4273437133218,0.6278957962323746,0.5291290442025812,0.5291290442025812,0.6603168897566212,0.6530110408202559,0.6530110408202559,0.3846153846153846,0.3076923076923076,0.7385118198157545,0.7776252050016697,0.6182291422145334,0.7519305308215831,0.6293753416694494,0.8567770251921134,0.7692307692307692,0.4811254783372291,0.6899131635269788
OverRider Toy Car,0.6772513878160487,0.6938137821521028,0.7899579873957985,0.8398718461949128,0.668866910733739,0.5669872981077806,0.668866910733739,1.0,0.6499299789929975,0.6499299789929975,0.4999999999999999,0.5786495141998077,0.7958758547680684,0.8398718461949128,0.726138721247417,0.5917517095361369,0.7418011102528389,0.6666666666666666,0.7763932022500211,0.43955146168219494,0.0,0.6797436923898257,0.9228483250189541,0.47018705717398246,0.7388835160664533,0.4836022205056778,0.5099019705901966,0.6518446880886043,0.6518446880886043,0.6597930912801141,0.42264973081037416,0.5996796154872821,0.45566894604818264,0.7598077692923693,0.8174258141649446,0.6391560817564839,0.627322003750035,0.8398718461949128,0.5237103277921598,0.75,0.6391560817564839,0.7598077692923693,0.9037749551350623,0.40396043932073034,0.7418011102528389,0.5099019705901966,0.6499299789929975,0.8232233047033631,0.8194212203713461,0.8194212203713461,0.5996796154872821,0.35948738477965136,0.8639172365120457,0.7685449750568621,0.668866910733739,0.7418011102528389,0.8456966500379081,0.925464400750007,1.0,0.6913933000758161,0.9354502775632098
Horseman Swimming Toy,0.7519305308215831,0.6077677297236319,0.730930882401475,0.6923076923076923,0.8091145711072667,0.7226499018873854,0.6818576185121111,0.8654654412007374,0.6636636030018437,0.5963963236022125,0.6797436923898257,0.7108425340168798,0.6731397747696932,0.8461538461538461,1.0,0.6077677297236319,0.6278957962323746,0.6797436923898257,0.4987195881723969,0.6153846153846153,0.6797436923898257,0.0,0.7776252050016697,0.5546006659169556,0.49825479399574546,0.6278957962323746,0.6636636030018437,0.49825479399574546,0.6655031959971637,0.7385118198157545,0.6533123773592318,0.7692307692307692,0.4770236396315092,0.6153846153846153,0.7368825942078912,0.5839748528310782,0.6419425629802835,0.5384615384615383,0.6731397747696932,0.6797436923898257,0.5839748528310782,0.7692307692307692,0.9075499672957952,0.49097218961937783,0.6278957962323746,0.730930882401475,0.6636636030018437,0.716930741463851,0.7686740272135039,0.7686740272135039,0.6923076923076923,0.5384615384615383,0.6077677297236319,0.6293753416694494,0.6182291422145334,0.6278957962323746,0.7035002733355595,0.9283885125960567,1.0,0.6293753416694494,0.8759652654107916
