,74 Chevy Tailgate Support-RBS,Air Compressor 22,B&D Cordless Screwdriver,B&D Elec. Polisher,B&D Weed Trimmer,Battery Op. Toothbrush,Bissel Hand Vacuum,Black & Decker Elec. Knife,Black & Decker Sander,Braun Hand Blender,Bubble Machine,Bumble Ball Toy,Cadillac Slide-Out Visor-RBS,Chainsaw Toy Truck 18,Corvette Vac 23,Crossfire Game,Dazey Fruit & Veg. Stripper-RBS,De walt sander,Dremel Electric Engraver-RBS,Drill and Nail Extractor  11,Durabuilt Hand Vacuum,Electric Can Opener,Electric Pencil Sharpener,Ertl Bumble Ball,F.Price Remote Control Car,Fisher Price Bubble Mower,Good Times Fishing Reel,Green Eagle Putting Cup,Hair Dryer,Hamilton  Elec. Mixer,Horseman Swimming Toy,Hot Glue Gun 21,Humidifier,KRUPS Café Trio,Krups Cheese Grater,Mattel Bubble Extinguisher,Metronome,Mini Pro Hair Dryer,Moen Kitchen Water Faucet,Mr. Coffee Coffee Maker-RBS,Mr. Coffee Iced Tea Maker-RBS,OverRider Toy Car,Paint Sprayer,Pneumatic Air Ratchet,Portable Fan,Power Caulk 20,Presto Popcorn Popper,Presto Salad Shooter,Push-n-Go Train 13,Radio Controlled Truck,Real Power Tool Shop,Regal Ware Electric Knife,SKIL Power Screwdriver-RBS,Salon Series 795 Hair Dryer,Salton Sandwich Maker,Small Projectile Toy,Stamp Machine 17,Stanley Electric Stapler,Super Maxx Ball Shooter-RBS,Tactical Nerf Toy Gun,Takka-1000 Pasta Machine,Tape Rewinder 22,Toy Solar Car,Upright Vacuum Cleaner,Wagner Paint Roller,West Bend Iced Tea Maker-RBS,West Bend Mixer,WestBend Food Processor,Wet/Dry Vacuum,bicycle brake 18
Bubble Machine,1.8558886311225469,3.338229956428584,4.459326774904425,3.9659362570795897,2.247409161416244,3.4642601831510507,1.6499263953246461,3.5672566519864177,3.109828071266674,2.180947659896205,0.0,1.7739834083611634,2.1244520399763753,2.050071147018177,3.658311875968875,2.3328538402948586,4.698372098818175,4.573245242168555,2.0701959010897037,2.5679717938328217,3.643705438976222,2.6752290447990092,3.9924583762802692,1.0687083187073232,2.762305282372533,2.052365923758211,2.444776227766195,2.1179041494920563,4.896709991003264,1.228025018127179,1.6160915850944375,4.03950750376841,3.528377635175769,5.696779962855796,4.438328469717227,2.641960276909197,2.7830023633318266,2.525411727957056,2.8972234692980368,6.64124977744526,5.925334510193937,1.2999044471166696,3.4303219335827744,2.846976333627695,1.3707483863055987,2.680576800269175,1.7715175860817574,3.29539185119445,2.1925677136516852,0.8660913432997065,3.346351578106248,3.5313164006202107,3.771640864112413,2.524181108908699,4.3282684858267535,1.6056394644166965,4.016317253949004,1.1498745482689958,2.6482444072318576,2.490157632897127,2.4193812538989756,1.4349659823889085,1.1204385878050216,1.4178485177122404,1.8764350453658705,6.88613541292343,2.2948473885386873,1.7739834083611634,2.9330991336731707,3.616443723608883
Bumble Ball Toy,1.7909854032816401,4.409246126722217,4.916733780665487,4.2309128996131715,1.4811484166685507,4.279003365915012,2.136949865589361,3.525061028870436,3.824179611922523,1.870469827855471,1.7739834083611634,0.0,1.9548778922603578,2.5749708265846607,4.604122090545762,1.6425417981445423,4.98496922014177,5.09135156787594,1.7202797457281533,1.7080201609024568,4.477521937819808,3.03254235930161,4.0757895967046,1.6923456002921013,3.9294177955887055,1.8224550507341035,3.0438859920763295,1.9221855675973425,5.886653659761312,2.373953690047117,1.5254303462976389,4.892109078713728,4.433202011763832,6.166467122581197,4.121807943501947,2.6581949355379257,2.6046715770265436,3.3206385685599695,1.7978343041755551,6.994175768302578,6.466895128487149,0.8726026384807651,4.073606505560823,3.4157583073505595,2.320843169794407,2.599216239460585,1.6417778749563954,3.582929575333988,1.1932234273982079,2.015176190351962,2.340470524962794,4.4979505990180515,4.185663947261141,3.5591378399145754,4.727979531633094,1.388965934110253,3.9098148354256295,1.991512341928583,3.399883590079136,2.957553554016906,3.3189958826174797,2.071884702307599,1.6461921644634203,1.4403458772657103,2.4020269776722016,7.293196067603266,2.973007032042579,1.47020941219798e-14,3.872560776910213,2.982521367054259
Cadillac Slide-Out Visor-RBS,2.821743752090724,4.695872297300453,5.580394339956883,5.12270076440242,2.808759548024549,4.858157855305011,2.7165081036389433,4.5714147544055574,4.43492791596871,2.9973454326309072,2.1244520399763753,1.9548778922603578,0.0,3.312185539985078,5.213060109090768,2.8873837072120834,5.790609025273329,5.7756489372218525,2.9051455627488467,1.3469560697034202,5.1270682010260575,3.726504645965063,4.92033476081032,2.114698975937353,4.397553810262334,1.0441548753757188,3.6736601240306848,2.7071083091402373,6.557233918891599,2.3985614237486574,2.4440597554302204,5.452292992851837,5.096134680929865,6.9444013653703,5.3333776527761945,3.2871509846094846,3.243136910480099,3.9582526792420323,1.8531014315370782,7.873963066219151,7.086735228434878,1.935430228910926,4.523098847119822,4.290602794432115,3.1496843041608384,3.7629131587761253,2.5113551980918203,4.147544052321692,2.099050348962558,2.2160802490018576,2.5267512485228325,4.928896614289109,5.011817542200789,3.9462397573366443,5.440258231917256,1.5914246223620738,4.941459718450503,2.2368655856849253,4.089645409225108,3.896851855022451,3.9727388948711293,2.5567061958440784,1.7354028723530184,1.1104101360925398,3.248578838928712,8.158507508468528,3.552756078131414,1.9548778922603516,4.507930191470686,4.437963578874996
Chainsaw Toy Truck 18,1.4731491441643927,2.7502831356270057,3.0602184478001835,2.389220021808569,2.0764580586779977,2.5618856466526516,1.083575555470755,1.9512004820386666,1.8636243487765682,1.5010828173317898,2.050071147018177,2.5749708265846607,3.312185539985078,0.0,2.7040708020420094,1.9725096077741588,2.8553049796323493,3.01360039100243,1.6203345371497477,3.626913790318434,2.6408718804808307,0.9430611513173661,2.40665162186827,1.5108912563346877,2.071185772190259,3.4835195340208185,1.0807294278649404,1.5209333859290093,3.9399799309855834,2.5342079036080336,1.378341282249608,2.8904627076542835,2.7849797507454,4.329977463163819,3.088995120274016,1.8780196007750933,2.5812152498430887,1.5276555342260771,3.458664992329423,5.064083567898188,4.426573220792064,2.0234248395492482,2.0692291051226244,1.9068182226206614,1.7680737103669535,1.876643347889792,1.430904617377124,1.7561791521562526,2.5662132746319473,2.2756066174127776,4.23444513347134,2.3871253811049873,2.2233155850049857,1.5862141571273969,2.782986893652546,2.673730686261408,2.9446519713183643,2.1769103535026684,1.546668393137908,1.0788205884771311,1.5653422107032564,1.271235794703299,2.3569555179441566,2.6177332378965303,0.719627345730471,5.3173292253205435,0.9175410182449982,2.574970826584663,1.9885604595711779,2.8485743311916463
Corvette Vac 23,3.8458489649008136,1.7307083868948212,2.83515909488632,2.892290673617098,4.245058454826931,2.222031864528805,3.176495596620689,3.241735564420874,2.0539822595831003,3.7568313505745414,3.658311875968875,4.604122090545762,5.213060109090768,2.7040708020420094,0.0,4.307448014935412,3.0058855695681808,2.6686987998270384,3.795767163106923,5.7569160904026955,1.70558929526212,2.4850400724293635,3.121322132288812,3.5359095435083163,1.652115575515793,5.290152114947005,2.3737103991011255,3.696438622208281,1.902495098708086,3.968162032288343,3.5840511975592007,1.487673370451808,1.3609907691415628,3.3216836775501744,4.060520097953544,3.4072074357273383,4.069902693142404,2.0888910682611948,5.7351431503512496,4.122684334729419,3.3375872113896046,4.075487002523303,1.83667929915493,2.1655331991734617,2.629200810575527,3.8527541757896704,3.642135799532786,2.2884450800944367,4.6074157366575585,3.8072794366843956,6.398158124047383,1.7274049458788467,2.6677208345776022,1.9955079005967624,2.773264771687893,4.764479979027227,4.101810664171726,3.845986806335658,2.0341089818727673,2.430172748758691,1.9053826597884302,3.1119587502662354,4.115839225369682,4.640574063236558,2.6881402120349542,4.081305947715986,2.275325267127063,4.604122090545762,1.4696748140852347,4.689258946059311
Crossfire Game,1.4376614088886266,4.276491057414041,4.3516780697132225,3.4815680871564902,0.8736474388793689,3.907331843083815,1.9098874284768785,2.40199706748997,3.2222371278348065,1.0674608457931913,2.3328538402948586,1.6425417981445423,2.8873837072120834,1.9725096077741588,4.307448014935412,0.0,3.8730229559688114,4.1490821470943375,1.1449057889015746,2.7687542371766853,4.058143728520683,2.364262658529095,3.1244893162765037,1.9150895016272484,3.7026898217382938,3.079806402730921,2.577776051034698,1.2982055703378914,5.556802810555445,3.059359717275346,1.4639278311796078,4.477480144640816,4.281848102482532,5.276839166226483,3.242413570590569,2.0885171447048103,2.41103145546995,2.942535927092904,2.1520288889306034,5.895736829318876,5.585088897463137,1.7610131667706204,3.5450746836893465,2.782188029893186,2.552029728581683,1.9911754527897862,1.4027546825540333,2.969970589446693,1.3203762012457543,2.743830892430954,3.0551936056893947,4.035918500651658,3.459794514872103,3.1961144838899416,4.07658317508457,2.3586289328742045,3.091687624079347,2.6612542609315097,3.0607470956283627,2.301075244309217,3.0245944746913804,2.1169019958447777,2.1674252323053653,2.2904658677833356,1.9536628024965739,6.283997754111999,2.4073840938541893,1.6425417981445434,3.514061949668607,2.1246016343865373
Dazey Fruit & Veg. Stripper-RBS,3.7903166852671553,3.5714125282748896,2.3640453366755745,2.1030290396526983,4.160372632175442,2.969659528820722,3.5691360876598073,2.122449075729994,2.321585841970265,3.6433176197977257,4.698372098818175,4.98496922014177,5.790609025273329,2.8553049796323493,3.0058855695681808,3.8730229559688114,0.0,1.414845836786487,3.770763304953982,6.040895737921195,2.766957213438806,2.4010847516953007,1.9587465713269636,4.2351842125629355,3.327077785327155,6.0892759483755725,2.8165077124193343,3.4773913061593174,3.6772912697784284,5.202933444913456,3.8823505700129783,2.871029037394799,3.3490971667036176,2.5059917284112427,2.7021136243839643,3.543958161724879,4.343769404611341,2.8201662721680165,5.575189597238818,2.759444244709803,2.5701748146166343,4.652469433955785,2.332900108334466,2.625630391548022,4.026052700883667,3.6095569358028743,3.7805681051761915,2.154121106798186,4.6672787335775245,4.943332397937633,6.378284252599422,2.697137164844705,1.9738046482797909,3.051145272501003,2.2415309998494584,5.26555021472782,3.323189804144484,4.858267993220736,2.830070066981329,2.586736640340872,2.99550084981127,3.7964347177422533,4.813099854667835,5.197282855984862,3.078127524016969,3.117660788803851,2.712420596222524,4.984969220141772,2.7804503620806322,3.772983714932174
De walt sander,3.968085296980642,3.189485453668541,2.402815497862992,2.3135185724443463,4.432516883991623,2.787319303884081,3.615198035824319,2.5370122857469384,2.0009669723381585,3.8834381449531294,4.573245242168555,5.09135156787594,5.7756489372218525,3.01360039100243,2.6686987998270384,4.1490821470943375,1.414845836786487,0.0,3.9943990827975098,6.101101789743044,2.2948137128499866,2.6716976961749728,1.9187302304159648,4.228601999862799,3.1186893916867384,5.967647606775059,2.69991237789323,3.71554905653031,3.343524233355487,5.128084939794902,4.048359187570713,2.5116042521514417,3.110865187137071,1.8682888620541693,3.0350059217338075,3.454036860851178,4.138658345633322,2.5717397949464567,5.676081774698622,2.5817946445846975,1.886604831579391,4.673548993186143,2.0172787519385005,2.435154658367936,3.9637303170861613,4.003861008751838,3.954290211257575,2.2866277215881747,4.816246409646208,4.879708863953831,6.413280912798935,2.607640993042208,2.4808545942101463,2.875805379214704,2.379510985388475,5.2846639594941065,3.2738714455373374,4.827128176493509,2.892794158316085,2.7622521530777977,2.7121225406080884,3.8063957396448123,4.631767870690796,5.1261287478658355,3.0715331990201937,2.8512877176078506,2.722790291701698,5.091351567875941,2.4787346699856996,4.080694051469015
Dremel Electric Engraver-RBS,1.0847036413078732,3.50497204819676,3.8097375759036485,2.9018712108653757,1.3545751522357665,3.1994183840281316,1.3428552568887373,2.120209542900795,2.6935324970656227,0.9563772573126592,2.0701959010897037,1.7202797457281533,2.9051455627488467,1.6203345371497477,3.795767163106923,1.1449057889015746,3.770763304953982,3.9943990827975098,0.0,2.7942398414212417,3.4370710313786987,1.9095183719396351,3.22234998204467,1.5615539525620084,3.0215161552611223,3.0029796988486823,1.9946347299761489,1.4626634903385332,4.904820874234765,2.545861508781593,0.9126699432345916,3.8005875137614504,3.57676299508486,5.177439714511029,3.553770578133353,2.1678607434965915,2.743072122417198,2.32415337647089,2.555493645649977,5.8185312670442135,5.374918046013909,1.597001889380146,3.2084749359630247,2.7416119849362985,2.165530623675852,1.3711121386045972,0.8455350562139838,2.6662807844687286,1.818069718415871,2.3187336190651124,3.6343967810621334,3.3923496650848923,3.0319017787902145,2.491555738462725,3.4712163699622196,2.1150561597980126,3.5266102075411814,2.0388548293156834,2.414922267309627,1.8136843171268515,2.4060804985704247,1.4522008669646072,2.259870677875319,2.1640376010086615,1.4865367277323092,6.132906685208238,1.8641017237068844,1.7202797457281545,3.092704343100188,2.7479003424715644
Drill and Nail Extractor  11,2.728929841472049,5.183529453899493,5.730892139917151,5.1453755512636405,2.728838107724922,5.081476275592664,3.0330011456024324,4.563691069855639,4.705700074421414,3.0052708265531125,2.5679717938328217,1.7080201609024568,1.3469560697034202,3.626913790318434,5.7569160904026955,2.7687542371766853,6.040895737921195,6.101101789743044,2.7942398414212417,0.0,5.444615704874463,4.015761557173168,5.15063309105327,2.568265766649234,4.8695012360512955,1.3451459695853558,4.004779254179139,2.9828484008037184,6.940874721558602,2.737405857328744,2.604770765392902,5.903135450888762,5.492609193717707,7.30606245448726,5.263971295391543,3.712613473641554,3.5866304373812183,4.22386700260336,1.369802094976458,8.201661230027096,7.530120171554111,2.000521135380107,5.053136874750358,4.6682231689042855,3.578470774251752,3.499026651369939,2.6201782482802116,4.558265445299207,2.187269779976113,2.558853370953666,1.9329198541710741,5.376622460700366,5.141010638002406,4.383499381929168,5.59972518982493,1.3670335143106498,5.084909397667586,2.4691076313578724,4.38410722438569,4.107440922671028,4.294731610432984,2.925158143959753,2.3100193866204632,1.424875860136458,3.477616066087628,8.524307360729711,3.9190782770605863,1.7080201609024546,4.980555678444999,4.185069365885581
Durabuilt Hand Vacuum,3.3680840294174423,1.4798882464555594,1.8527856757921168,1.9745195491794156,4.201947768986119,0.9672797286076814,2.9052045460234686,2.8293852153617394,1.3243598570050101,3.6611853412933164,3.643705438976222,4.477521937819808,5.1270682010260575,2.6408718804808307,1.70558929526212,4.058143728520683,2.766957213438806,2.2948137128499866,3.4370710313786987,5.444615704874463,0.0,2.2818745228358814,3.0689561001153023,3.5166433594450592,1.5938256899900114,5.149048249164919,2.1427654188635503,3.5808999235247234,1.9976635414329407,3.928247403032798,3.409048636929012,1.5156947272767594,1.2119206215199119,3.263204334782014,3.9835170733885583,3.6569054829743166,4.358158106031515,1.6005918747221373,5.459548293827763,4.137645076882621,3.21136052548292,3.9787879158417745,2.1303662101150995,2.4423737635015805,2.9155644615652516,3.241180124917798,3.4009105561761332,2.4223571802733246,4.611084419744932,3.7803618084248276,6.21746844562033,1.3256046625928908,2.0504516419871592,1.7506369506425707,1.94193893434023,4.416693139767306,4.213708539354459,3.610733508221315,1.7746586183054676,2.1742290935959807,1.6744055990991407,2.9431840577759316,4.148461205508397,4.443312643536122,2.531538882882192,4.227145453026588,2.163653695792879,4.477521937819811,1.7817570739031516,4.456852606484015
Electric Can Opener,1.9369918684543592,2.5125891672452805,2.5708929709252035,1.842080393364705,2.471907770914582,2.191752140538534,1.5029590902216565,1.5732253904376332,1.5432418138501172,1.934258750057897,2.6752290447990092,3.03254235930161,3.726504645965063,0.9430611513173661,2.4850400724293635,2.364262658529095,2.4010847516953007,2.6716976961749728,1.9095183719396351,4.015761557173168,2.2818745228358814,0.0,2.1000612097870106,2.124286668137092,2.0855411296789548,3.9460127137575913,1.0715998398006705,1.905848593482663,3.6399678571878322,3.0839800242575506,1.8460214253938176,2.570372408364332,2.556967208955882,3.9499203828443905,2.910049879951795,2.0825354034779697,2.9026601752986703,1.3841834543316167,3.7990617047452386,4.656598285711103,4.005755859566131,2.556725341658961,1.6963096532848636,1.8644138878325613,2.180747739394456,1.977867245250628,1.8283426280878396,1.1671471779670837,2.959610161347301,2.836089655760684,4.696694841097973,2.0425154754836905,1.752526332833842,1.5432576596852603,2.1911873097851786,3.169226237593609,3.087696261555175,2.647421665499201,1.3237587226139553,1.0307687578042963,1.5413550084494743,1.7177879199620245,2.9804297033577725,3.1627540513239203,1.131595590811157,4.880879276820619,0.8471247506782886,3.032542359301612,1.974617080877221,3.0840833980502103
Electric Pencil Sharpener,3.25236328915864,3.7256350831992258,3.218930577143471,2.483225432972483,3.34594085346519,3.4095435411961335,3.0623520045882433,1.8325733838257048,2.3758541627464846,2.9515870467470386,3.9924583762802692,4.0757895967046,4.92033476081032,2.40665162186827,3.121322132288812,3.1244893162765037,1.9587465713269636,1.9187302304159648,3.22234998204467,5.15063309105327,3.0689561001153023,2.1000612097870106,0.0,3.542971344599415,3.3884120609905524,5.075448107722619,2.32263598169935,2.8945755756308613,4.325687531589345,4.694955577481425,3.313255835935773,3.25159859151103,3.6802829726148625,2.891635737502562,1.703150502296638,2.29234043931072,2.788282964172465,2.629303244299064,4.554703320855254,3.5802227668390354,3.1772017915464477,3.736972958513715,1.919024803746991,1.877182173643853,3.425362245102776,3.4335933707577264,3.2260282523802486,1.7337159927384693,3.710230261492629,4.361608503423649,5.215634187865876,3.2290449177459366,2.6671658118178097,3.036865146710695,2.8468114313336614,4.51576735918844,2.103246828320914,4.306683795083391,2.843682254009905,2.3558136958017792,2.659003845113875,3.3316150604732973,3.901290479712315,4.378370110368224,2.4595245820468628,3.874312772287281,2.3902671151084274,4.075789596704602,2.7079445674704252,2.905181628639792
